level_0	index	TABKEY	CLASS	MANUF	MODEL	GROUP	SERIES	DEVTYPE	DESCRIPTION	CATEGORY
1016	1016	7386	PRG	Volusion	COMM-SWFTWR	COMMERCE	ENTPRISE-APP	APPL	COMMERCE APPLICATION	
1018	1018	10460	PRG	SAP	AMS	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
1019	1019	7001	PRG	Sysomos	SOCIAL-MGT	SOCIAL-MGT	ENTERPRISE-A	SYSTEM	SOCIAL MEDIA SYSTEMS	
1020	1020	8558	PRG	Logility	SPPLY-CHN-SW	SUPPLY-CHAIN	ENTPRISE-APP	APPL	SUPPLY CHAIN MANAGEMENT	
1021	1021	6389	PRG	RsrchMotion	BlkBryENTSvr	COLLABORATIV	ENTPRISE-APP	SYSTEM	COLLABORATIVE/INTEGRN SOFTWR	
1022	1022	90788500	PRG	EPICOR	CRM	CRM/SFA	ENTPRISE-APP	APPL	CUSTOMER/SALESFORCE MGMT	
1023	1023	5286	PRG	VMware	Recovery Mgr	DATA-CENTER	ENTERPRISE-A	APPL	DISASTER RECOVERY	
1025	1025	4726	PRG	Adobe	Creative Ste	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
1026	1026	9201	PRG	Cisco	secure	DATA-CENTER	ENTERPRISE-M	APPL	NETWORK MANGEMENT SOFTWARE	
1027	1027	1004	PRG	Symantec	Veritas	STORAGE-MGMT	STORAGE-MGMT	SYSTEM	STORAGE MANAGEMENT	
1030	1030	405	PRG	Saba Soft	Saba	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
1033	1033	3551	PRG	F5-NETWORKS	F5 ASM	STORAGE-MGMT	STORAGE-MGMT	SYSTEM	STORAGE MANAGEMENT	
1034	1034	661	PRG	SAP	SAP R2	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
1037	1037	90818400	PRG	MICROSOFT	SAAS	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
1038	1038	4736	PRG	Adobe	Pagemaker	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
1039	1039	647	PRG	SAP	SAP ERP HCM	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
1040	1040	90571600	PRG	ORACLE	ORACLE-10G	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1041	1041	11688	PRG	SAP	ProjectSys	PROJECT-MGT	ENTPRISE-APP	APPL	PROJECT MANAGEMENT SOFTWARE	
1045	1045	9165	PRG	Wrike	PRJCT-MGT-SW	PROJECT-MGT	ENTPRISE-APP	APPL	PROJECT MANAGEMENT SOFTWARE	
1046	1046	4582	PRG	Dropbox	DOC-MGMT	DOC-MGMT	WORKFLOW	APPL	DOCUMENT MANAGEMENT	
1047	1047	8553	PRG	Servigistcs	Servigistics	SUPPLY-CHAIN	ENTPRISE-APP	APPL	SUPPLY CHAIN MANAGEMENT	
1048	1048	11296	PRG	Fiserv	SecurityAPL	PROJECT-MGT	ENTPRISE-APP	APPL	PROJECT MANAGEMENT SOFTWARE	
1050	1050	10785	PRG	HP	QuickTestPro	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1051	1051	90782400	PRG	SAP	ACCOUNTING	ACCOUNTING	ENTPRISE-APP	APPL	ACCOUNTING	
1052	1052	9096	PRG	SAS	IDeaS	REAL ESTATE	IND-SPECIFIC	APPL	REAL ESTATE	
1053	1053	8702	PRG	IBM	CICS	COLLABORATIV	ENTPRISE-APP	SYSTEM	COLLABORATIVE/INTEGRN SOFTWR	
1054	1054	90848000	VPN	CHECKPOINT	VPN	VPN	VPN		VIRTUAL PRIVATE NETWORK	
1055	1055	3989700	PRG	IBM	DB2	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1058	1058	11391	PRG	Adblade	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
1059	1059	10897	PRG	Informatica	PIM	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1060	1060	6561	PRG	Kofax	KofaxCapture	DOC-MGMT	WORKFLOW	APPL	DOCUMENT MANAGEMENT	
1061	1061	11277	PRG	MediaTemple	Media Temple	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
1063	1063	6362	PRG	Tripwire	ANTI-VIRUS	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
1064	1064	1075	PRG	Atlassian	Bamboo	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1065	1065	318	PRG	Nagios	IT-MGT-SW	DATA-CENTER	ENTERRISE-MG	SYSTEM	IT INFRASTRUCTURE & OPS MANA	
1066	1066	2863500	PRT	EPSON	PRINTER	PRINTER	PRINTER	UNSPEC	PRINTER	
1071	1071	8636	VIP	Cisco	SMARTnet	VOICEOVERIP	VOICEOVERIP	VOICEOV	VOICE OVER INTERNET	
1072	1072	6024400	PRG	OTHER	ACCOUNTING	ACCOUNTING	ENTPRISE-APP	APPL	ACCOUNTING	
1073	1073	91017500	PRG	MICRO-STRAT	BI	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
1076	1076	11311	PRG	LiveStream	SAAS	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
1077	1077	90912600	PRG	RACKSPACE	IAAS	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
1078	1078	11473	PRG	Sprinklr	SOCIAL-MGT	SOCIAL-MGT	ENTERPRISE-A	SYSTEM	SOCIAL MEDIA SYSTEMS	
1080	1080	91018500	PRG	BIRST	BI	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
1082	1082	90820000	PRG	SAP	SAAS	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
1084	1084	3295300	OPR	MICROSOFT	WINDOWS	WINDOWS	WINDOWS		OPERATING SYSTEM	
1092	1092	12492	PRG	DevExpress	DEV-TOOL	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1094	1094	10923	PRG	Roambi	BI-SOFTWARE	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
1095	1095	2483200	RTR	CISCO	ROUTER	ROUTER	ROUTER		ROUTER	
1096	1096	10872	PRG	IBM	ISS	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
1097	1097	5475200	PRG	MICROSOFT	VISUALSTUDIO	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1099	1099	9223	PRG	HRsmart	HR-SOFTWARE	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
1102	1102	8824	PRG	HP	ArcSight	MONITORING	ENTERPRISE-M	APPL	SECURITY INFORMATION & EVENT	
1103	1103	91015900	SSE	AXIS	SURVEILLANCE	SURVEILLANCE	SURVEILLANCE		SURVEILLANCE EQUIPMENT	
1104	1104	10648	PRG	Oracle	MbilSpplyChn	SUPPLY-CHAIN	ENTPRISE-APP	APPL	SUPPLY CHAIN MANAGEMENT	
1105	1105	11769	PRG	Audatex	PUBLISHNG-SW	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
1109	1109	7365	PRG	HubSpot	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
1110	1110	6288900	OPR	MICROSOFT	WIN/XP	WINDOWS	WINDOWS		OPERATING SYSTEM	
1111	1111	5157	PRG	IBM	FileNet P8	DOC-MGMT	WORKFLOW	APPL	DOCUMENT MANAGEMENT	
1112	1112	6093400	RTR	SMC	ROUTER	ROUTER	ROUTER		ROUTER	
1113	1113	4783	PRG	Siemens	Teamcenter	DATA-CENTER	ENTERRISE-MG	SYSTEM	IT INFRASTRUCTURE & OPS MANA	
1115	1115	765	PRG	Oracle	Oracle 9i	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1116	1116	782	PRG	Microsoft	Hyper-V Srvr	SERVER-MGMT	SYSTEMS-MGMT	SYSTEM	SERVER MANAGEMENT TOOLS	
1117	1117	1147	PRG	Serena	PVCSVerMgr	SOFT-CONFIG	APPL-MGMT	SYSTEM	SOFTWARE CONFIGURATION MGMT	
1118	1118	11362	PRG	Mixpanel	MONITORNG-SW	MONITORING	ENTERPRISE-M	APPL	SECURITY INFORMATION & EVENT	
1119	1119	6954	PRG	IBM	TvolIdntyMgr	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
1120	1120	7198	PRG	BambooHR	HR-SOFTWARE	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
1121	1121	1028	PRG	CORNERSTONE	HR-SOFTWARE	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
1123	1123	5093	PRG	Salesforce	Remedyforce	HELPDESK	ENTERPRISE-A	APPL	HELP DESK MANAGEMENT	
1124	1124	4787	PRG	JDA-SFTWR	JDA-SFTSW	SUPPLY-CHAIN	ENTPRISE-APP	APPL	SUPPLY CHAIN MANAGEMENT	
1125	1125	4718	PRG	Adobe	Acrobat Pro	DOC-MGMT	WORKFLOW	APPL	DOCUMENT MANAGEMENT	
1126	1126	11849	PRG	OpnAdStream	OpenAdStream	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
1128	1128	959	PRG	Oracle	WebCntrPrtl	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1129	1129	90249500	OPR	MICROSOFT	W2003-SERVER	W2003-SERVER	W2003-SERVER		LAN OPERATING SYSTEM	
1131	1131	470	PRG	Ulti Soft	UltiPro	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
1132	1132	7400	PRG	Box.net	Box	DOC-MGMT	WORKFLOW	APPL	DOCUMENT MANAGEMENT	
1133	1133	4724	PRG	Adobe	Connect	COLLABORATIV	ENTPRISE-APP	SYSTEM	COLLABORATIVE/INTEGRN SOFTWR	
1134	1134	1209	PRG	Click	ClickSched	SERVICE&FIEL	ENTERPRISE-A	APPL	SERVICE & FIELD SUPPORT MANA	
1135	1135	1174	OPR	Freebsd	OS	OS	OS		OPERATING SYSTEM	
1137	1137	806	OPR	Oracle	Solaris	OS	OS		OPERATING SYSTEM	
1138	1138	6436	PRG	CGI	CGIRatabase	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
1139	1139	7075	PRG	PTC	PTC Mathcad	MANUFACTURER	IND-SPECIFIC	APPL	MANUFACTURING	
1140	1140	6324	RTR	Juniper	SRXSerGatewy	ROUTER	ROUTER		ROUTER	
1141	1141	454	PRG	IBM	Telelogic	DATA-CENTER	ENTERRISE-MG	SYSTEM	IT INFRASTRUCTURE & OPS MANA	
1143	1143	10558	PRG	Unidesk	IAAS	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
1144	1144	3380	PRG	Salesforce	Jigsaw	SAAS-CRM	CLOUD-CMPTNG	APPL	CRM AS A SERVICE	
1145	1145	4569	PRG	IBM	WSCastIron	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
1147	1147	3426	PRG	Websense	Triton	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
1148	1148	5305	PRG	Jobvite	HR-SOFTWARE	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
1150	1150	4660	AUX	NetApp	FAS2000	DISK-NAS	NAS	NAS	NETWORK ATTACHED STORAGE	
1151	1151	4780	PRG	Dassault	Systemes	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
1153	1153	11101	PRG	InsideView	SAAS-CRM	SAAS-CRM	CLOUD-CMPTNG	APPL	CRM AS A SERVICE	
1154	1154	11730	PRG	Thismoment	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
1155	1155	11766	RTR	MikroTik	ROUTER	ROUTER	ROUTER		ROUTER	
1157	1157	7402	PRG	Centiv	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
1159	1159	7283	PRG	AccuRev	SOFT-CONFIG	SOFT-CONFIG	APPL-MGMT	SYSTEM	SOFTWARE CONFIGURATION MGMT	
1160	1160	941	PRG	Oracle	Order Mgmt	SUPPLY-CHAIN	ENTPRISE-APP	APPL	SUPPLY CHAIN MANAGEMENT	
1161	1161	11639	PRG	OpenSource	Postfix	EMAIL	ENTPRISE-APP	APPL	EMAIL SOFTWARE	
1162	1162	8576	PRG	Adobe	InCopy	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
1163	1163	3378	PRG	Salesforce	SF Chatter	COLLABORATIV	ENTPRISE-APP	SYSTEM	COLLABORATIVE/INTEGRN SOFTWR	
1165	1165	8966	CPW	IBM	AS400	WORKSTATION	WORKSTATION	WORK	HIGH PERFORMANCE WORKSTATION	
1166	1166	4707	PRG	Red-Hat	JB DevStudio	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1167	1167	11357	PRG	Olark	EMAIL	EMAIL	ENTPRISE-APP	APPL	EMAIL SOFTWARE	
1169	1169	9377	PRG	Puppet Labs	IT-MGT-SW	DATA-CENTER	ENTERRISE-MG	SYSTEM	IT INFRASTRUCTURE & OPS MANA	
1170	1170	1320	PRG	ExactTarget	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
1172	1172	11151	PRG	PivotalSoft	Pivotal Soft	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1174	1174	732	PRG	VMware	vSphere	SERVER-MGMT	SYSTEMS-MGMT	SYSTEM	SERVER MANAGEMENT TOOLS	
1175	1175	11121	PRG	VMware	SpringSource	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1176	1176	727	PRG	VMware	VrtlInfras	SERVER-MGMT	SYSTEMS-MGMT	SYSTEM	SERVER MANAGEMENT TOOLS	
1177	1177	10688	PRG	ANSYS	HFSS	MANUFACTURER	IND-SPECIFIC	APPL	MANUFACTURING	
1180	1180	1291	PRG	Amazon	ElastiCache	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
1182	1182	5778100	OPR	RED-HAT	LINUX	UNIX	UNIX		OPERATING SYSTEM	
1184	1184	10535	PRG	IBM	BluewrksLive	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
1186	1186	4643	PRG	LexisNexis	CounselLink	LEGAL-SRV	IND-SPECIFIC	APPL	LEGAL & PROFESSIONAL SERVICE	
1188	1188	10597	PRG	Palantir	MONITORNG-SW	MONITORING	ENTERPRISE-M	APPL	SECURITY INFORMATION & EVENT	
1189	1189	1066	PRG	RallySoft	PRJCT-MGT-SW	PROJECT-MGT	ENTPRISE-APP	APPL	PROJECT MANAGEMENT SOFTWARE	
1191	1191	11351	PRG	Gensuite	SUSTAIN-SW	SUSTAINABILI	IND-SPECIFIC	APPL	SUSTAINABILITY	
1192	1192	11455	PRG	WordStream	DEV-TOOL	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1193	1193	10502	PRG	AccessData	LEGAL-SRV-SW	LEGAL-SRV	IND-SPECIFIC	APPL	LEGAL & PROFESSIONAL SERVICE	
1195	1195	11582	PRG	IBM	SMPE	SOFT-CONFIG	APPL-MGMT	SYSTEM	SOFTWARE CONFIGURATION MGMT	
1196	1196	11239	PRG	TYPO3	SAAS	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
1197	1197	861	AUX	HP	DL360	DISK-NAS	NAS	NAS	NETWORK ATTACHED STORAGE	
1200	1200	958	PRG	Oracle	UCM	DOC-MGMT	WORKFLOW	APPL	DOCUMENT MANAGEMENT	
1201	1201	90395900	CPU	HP	PROLIANT	PROLIANT	PROLIANT	INTEL	SERVER	
1204	1204	91017200	OPR	MICROSOFT	WINDOWS7	WINDOWS	WINDOWS		OPERATING SYSTEM	
1205	1205	5233	PRG	IBM	Cognos 10	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
1206	1206	1176	OPR	OpenSource	CentOS	OS	OS		OPERATING SYSTEM	
1207	1207	11054	PRG	ADP	GlobalView	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
1209	1209	10664	PRG	Rapid7	ANTI-VIRUS	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
1210	1210	8965	PRG	Cloudera	Cloudera Mgr	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1213	1213	4938	PRG	Splunk	MONITORNG-SW	MONITORING	ENTERPRISE-M	APPL	SECURITY INFORMATION & EVENT	
1214	1214	6357	PRG	Symantec	DataLossPrev	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
1215	1215	72	PRG	Appian Corp	Appian	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
1216	1216	1227	SMT	Apple	iPhone	SMARTPHONE	SMARTPHONE		SMARTPHONE	
1217	1217	11216	PRG	Shopify	COMM-SWFTWR	COMMERCE	ENTPRISE-APP	APPL	COMMERCE APPLICATION	
1219	1219	1134	PRG	SAS	SAS Base	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1220	1220	5242	PRG	EMC	SourceOne	STORAGE-MGMT	STORAGE-MGMT	SYSTEM	STORAGE MANAGEMENT	
1221	1221	781	PRG	Microsoft	Azure	PAAS	CLOUD-CMPTNG	APPL	PLATFORM AS A SERVICE	
1222	1222	7007	VIP	Microsoft	Lync Server	VOICEOVERIP	VOICEOVERIP	VOICEOV	VOICE OVER INTERNET	
1223	1223	90965400	HOS	APPLE	IOS	HANDSET-OS	HANDSET-OS		HANDSET OPERATING SYSTEM	
1225	1225	9083	PRG	Callidus	Cloud	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
1227	1227	550	PRG	HP	HPOpenView	DATA-CENTER	ENTERPRISE-M	APPL	NETWORK MANGEMENT SOFTWARE	
1228	1228	10684	PRG	IBM	WebContntMgr	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
1230	1230	9232	PRG	Accenture	DuckCreek	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
1231	1231	5089	PRG	IBM	InfoSprOptim	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1232	1232	11073	PRG	Certona	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
1233	1233	6993	PRG	PR Newswire	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
1234	1234	6338	PRG	AlienVault	MONITORNG-SW	MONITORING	ENTERPRISE-M	APPL	SECURITY INFORMATION & EVENT	
1235	1235	310	PRG	Micrium	MONITORNG-SW	MONITORING	ENTERPRISE-M	APPL	SECURITY INFORMATION & EVENT	
1236	1236	10630	PRG	Telerik	DEV-TOOL	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1237	1237	4604	PRG	PegaSys	Pega CRM	SAAS-CRM	CLOUD-CMPTNG	APPL	CRM AS A SERVICE	
1238	1238	211	PRG	FileMaker	DBMS-SWFTWR	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1239	1239	4994	PRG	Sage	Sage X3	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
1240	1240	514	RTR	Cisco	Firewalls	ROUTER	ROUTER		ROUTER	
1242	1242	10984	PRG	MICROS	Simphony	RETIAL	IND-SPECIFIC	APPL	RETAIL	
1244	1244	906	PRG	IBM	RatClearCase	SOFT-CONFIG	APPL-MGMT	SYSTEM	SOFTWARE CONFIGURATION MGMT	
1246	1246	6371700	PRG	COGNOS	BI	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
1248	1248	1035	PRG	Oracle	SpplyChnMgnt	SUPPLY-CHAIN	ENTPRISE-APP	APPL	SUPPLY CHAIN MANAGEMENT	
1249	1249	4719	PRG	Adobe	Adobe Air	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1251	1251	6453	RTR	QLogic	ROUTER	ROUTER	ROUTER		ROUTER	
1252	1252	7155	PRG	Iron-mount	STORAGE-MGMT	STORAGE-MGMT	STORAGE-MGMT	SYSTEM	STORAGE MANAGEMENT	
1253	1253	11420	PRG	CrazyEgg	Crazy Egg	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1256	1256	8806	RTR	A10Networks	A10 Networks	ROUTER	ROUTER		ROUTER	
1257	1257	9164	PRG	FgCreekSoft	Trello	PROJECT-MGT	ENTPRISE-APP	APPL	PROJECT MANAGEMENT SOFTWARE	
1258	1258	11390	PRG	YuMe	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
1259	1259	5050	PRG	Software-ag	Soft AG	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1260	1260	90806800	CPU	IBM	PSERIES	PSERIES-6XX	PSERIES	RISC	SERVER	
1261	1261	5194	PRG	Tibco	OpenSpirit	MANUFACTURER	IND-SPECIFIC	APPL	MANUFACTURING	
1262	1262	7320	PRG	Oracle	BusPrcssMgmt	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
1264	1264	6743	PRT	Konica	bizhub	PRINTER	PRINTER	UNSPEC	PRINTER	
1265	1265	4727	PRG	Teradata	Aster	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1266	1266	440	PRG	SAP	SuccessFctrs	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
1268	1268	691	PRG	SAP	Intercompany	ACCOUNTING	ENTPRISE-APP	APPL	ACCOUNTING	
1270	1270	490	PRG	INFO-BUILD	WebFOCUS	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
1271	1271	91021600	PRG	AGRESSO	ERP-UNSPEC	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
1272	1272	10863	OPR	Python	Jython	OS	OS		OPERATING SYSTEM	
1273	1273	9436	PRG	MapR	DBMS-SWFTWR	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1276	1276	11574	PRG	MainConnect	Asset Mgmt	ASSET-MGMT	SYSTEMS-MGMT	SYSTEM	ASSET MANAGEMENT	
1277	1277	7061	PRG	Entrinsik	Informer	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
1279	1279	12501	PRG	EPiServer	SAAS	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
1283	1283	11433	PRG	OpenID	ANTI-VIRUS	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
1284	1284	3383	PRG	Altair	HyperMesh	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
1286	1286	90284400	OPR	HP	TRU64	UNIX	UNIX		OPERATING SYSTEM	
1287	1287	1032	PRG	Oracle	MANUFACT-SW	MANUFACTURER	IND-SPECIFIC	APPL	MANUFACTURING	
1291	1291	100	PRG	AVTECH	Asset Mgmt	ASSET-MGMT	SYSTEMS-MGMT	SYSTEM	ASSET MANAGEMENT	
1292	1292	224	PRG	Fujitsu	Glovia	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
1293	1293	5075	PRG	Autodesk	Buzzsaw	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
1294	1294	11168	PRG	PixelFarm	PFTrack	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
1297	1297	7348	PRG	Microsoft	Yammer	SOCIAL-MGT	ENTERPRISE-A	SYSTEM	SOCIAL MEDIA SYSTEMS	
1299	1299	11212	PRG	LeadLander	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
1302	1302	11627	PRG	Selenium	DEV-TOOL	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1305	1305	616	PRG	NetApp	SnapShot	STORAGE-MGMT	STORAGE-MGMT	SYSTEM	STORAGE MANAGEMENT	
1307	1307	8722	PRG	Cisco	FlexPod	PAAS	CLOUD-CMPTNG	APPL	PLATFORM AS A SERVICE	
1309	1309	12625	PRG	BMC	TrueSight	DATA-CENTER	ENTERRISE-MG	SYSTEM	IT INFRASTRUCTURE & OPS MANA	
1310	1310	1348	PRG	CA	CA LISA	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1313	1313	11643	PRG	Spiceworks	HELPDESK	HELPDESK	ENTERPRISE-A	APPL	HELP DESK MANAGEMENT	
1314	1314	280	PRG	KenticoSoft	Kentico	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1315	1315	758	PRG	Oracle	AdvSecurity	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
1317	1317	555	PRG	IBM	ContentMgr	DOC-MGMT	WORKFLOW	APPL	DOCUMENT MANAGEMENT	
1318	1318	11053	PRG	ADP	WorkforceNow	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
1319	1319	3692800	PRG	BENTLEY	MICROSTATION	CAD/CAM	WORKSTATION	APPL	CAD/CAM	
1323	1323	638	PRG	SAP	Bus One	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
1326	1326	11378	PRG	Lotame	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
1328	1328	1180	PRG	Apache-Soft	CouchDB	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1330	1330	2498200	RTR	D-LINK	ROUTER	ROUTER	ROUTER		ROUTER	
1331	1331	9179	PRG	Coupa	PROCURMNT-SW	PROCUREMENT	ENTPRISE-APP	APPL	PROCUREMENT	
1332	1332	10689	PRG	ANSYS	Mechanical	MANUFACTURER	IND-SPECIFIC	APPL	MANUFACTURING	
1334	1334	4664	AUX	EMC	VNX	DISK-NAS	NAS	NAS	NETWORK ATTACHED STORAGE	
1335	1335	8598	PRG	Planview	PRJCT-MGT-SW	PROJECT-MGT	ENTPRISE-APP	APPL	PROJECT MANAGEMENT SOFTWARE	
1336	1336	247	PRG	Inmagic	IT-MGT-SW	DATA-CENTER	ENTERRISE-MG	SYSTEM	IT INFRASTRUCTURE & OPS MANA	
1338	1338	435	PRG	StatSoft	Statistica	MONITORING	ENTERPRISE-M	APPL	SECURITY INFORMATION & EVENT	
1339	1339	8896	PRG	HCSS	CONST-SWFTWR	CONSTRUCTION	IND-SPECIFIC	APPL	CONSTRUCTION	
1340	1340	5102	PRG	BMC	Atrium	DATA-CENTER	ENTERRISE-MG	SYSTEM	IT INFRASTRUCTURE & OPS MANA	
1342	1342	3261200	OPR	APPLE	MAC-OS	MAC-OS	MAC-OS		OPERATING SYSTEM	
1343	1343	9365	AUX	Synology	NAS-SYSTEM	DISK-NAS	NAS	NAS	NETWORK ATTACHED STORAGE	
